"MemberId","Bucket","PrevEP","Achieved","RankId","RankName","PrevRankId","Error"
"AMB-997067","F_Filler","6","False",,,,
"AMB-995540","A_SilverCand","36","True","1","Silver",,
"AMB-992580","A_SilverCand","36","True","1","Silver",,
"AMB-992262","A_SilverCand","36","True","1","Silver",,
"AMB-987984","F_Filler","6","False",,,,
"AMB-987803","F_Filler","6","False",,,,
"AMB-981476","A_SilverCand","36","True","1","Silver",,
"AMB-978445","A_SilverCand","36","True","1","Silver",,
"AMB-978200","A_SilverCand","30","True","1","Silver",,
"AMB-975856","B_GoldCand","72","True","2","Gold",,
"AMB-975791","F_Filler","6","False",,,,
"AMB-973235","F_Filler","6","False",,,,
"AMB-971978","F_Filler","6","False",,,,
"AMB-965929","A_SilverCand","36","True","1","Silver",,
"AMB-960705","B_GoldCand","90","True","2","Gold",,
"AMB-956026","F_Filler","6","False",,,,
"AMB-949251","A_SilverCand","36","True","1","Silver",,
"AMB-946749","F_Filler","6","False",,,,
"AMB-946306","A_SilverCand","36","True","1","Silver",,
"AMB-946234","D_TitaniumCand","180","True","3","Platinum",,
"AMB-945318","A_SilverCand","36","True","1","Silver",,
"AMB-944930","C_PlatinumCand","180","True","3","Platinum",,
"AMB-941361","B_GoldCand","156","True","2","Gold",,
"AMB-941106","A_SilverCand","36","True","1","Silver",,
"AMB-938926","A_SilverCand","18","True","1","Silver",,
"AMB-937899","F_Filler","6","False",,,,
"AMB-933181","D_TitaniumCand","204","True","3","Platinum",,
"AMB-932756","D_TitaniumCand","240","True","3","Platinum",,
"AMB-924337","D_TitaniumCand","300","True","3","Platinum",,
"AMB-920620","F_Filler","6","False",,,,
"AMB-919479","B_GoldCand","72","True","2","Gold",,
"AMB-914287","A_SilverCand","36","True","1","Silver",,
"AMB-914099","A_SilverCand","30","True","1","Silver",,
"AMB-911727","F_Filler","6","False",,,,
"AMB-911154","A_SilverCand","36","True","1","Silver",,
"AMB-902907","F_Filler","6","False",,,,
"AMB-900478","A_SilverCand","60","True","1","Silver",,
"AMB-899107","A_SilverCand","36","True","1","Silver",,
"AMB-894787","F_Filler","6","False",,,,
"AMB-889519","B_GoldCand","72","True","2","Gold",,
"AMB-887414","F_Filler","6","False",,,,
"AMB-886312","F_Filler","6","False",,,,
"AMB-885004","F_Filler","6","False",,,,
"AMB-883197","F_Filler","6","False",,,,
"AMB-878442","A_SilverCand","36","True","1","Silver",,
"AMB-877415","F_Filler","6","False",,,,
"AMB-873986","D_TitaniumCand","228","True","4","Titanium",,
"AMB-868835","F_Filler","6","False",,,,
"AMB-861774","A_SilverCand","36","True","1","Silver",,
"AMB-857647","B_GoldCand","96","True","2","Gold",,
"AMB-855173","B_GoldCand","102","True","2","Gold",,
"AMB-851934","B_GoldCand","90","True","2","Gold",,
"AMB-851773","A_SilverCand","36","True","1","Silver",,
"AMB-849133","A_SilverCand","36","True","1","Silver",,
"AMB-849002","F_Filler","6","False",,,,
"AMB-848012","A_SilverCand","30","True","1","Silver",,
"AMB-839966","A_SilverCand","36","True","1","Silver",,
"AMB-826165","F_Filler","6","False",,,,
"AMB-823165","F_Filler","6","False",,,,
"AMB-819421","F_Filler","6","False",,,,
"AMB-818351","F_Filler","6","False",,,,
"AMB-812831","F_Filler","6","False",,,,
"AMB-812474","A_SilverCand","66","True","2","Gold",,
"AMB-810134","A_SilverCand","36","True","1","Silver",,
"AMB-792420","F_Filler","6","False",,,,
"AMB-789768","F_Filler","6","False",,,,
"AMB-788160","F_Filler","6","False",,,,
"AMB-783772","A_SilverCand","36","True","1","Silver",,
"AMB-778503","B_GoldCand","126","False",,,,"The operation has timed out."
"AMB-774182","F_Filler","6","False",,,,
"AMB-772645","A_SilverCand","36","True","1","Silver",,
"AMB-769822","A_SilverCand","30","True","1","Silver",,
"AMB-766765","B_GoldCand","72","True","2","Gold",,
"AMB-764180","F_Filler","6","False",,,,
"AMB-754455","B_GoldCand","90","True","2","Gold",,
"AMB-745095","B_GoldCand","96","True","2","Gold",,
"AMB-744767","A_SilverCand","36","True","1","Silver",,
"AMB-739812","F_Filler","6","False",,,,
"AMB-739242","F_Filler","6","False",,,,
"AMB-737791","A_SilverCand","36","True","1","Silver",,
"AMB-737549","A_SilverCand","36","True","1","Silver",,
"AMB-731109","F_Filler","6","False",,,,
"AMB-727617","A_SilverCand","60","True","1","Silver",,
"AMB-723254","A_SilverCand","60","True","1","Silver",,
"AMB-719546","A_SilverCand","30","True","1","Silver",,
"AMB-714446","F_Filler","6","False",,,,
"AMB-710416","D_TitaniumCand","228","False",,,,"The operation has timed out."
"AMB-710173","F_Filler","6","False",,,,
