"MemberId","Bucket","PrevEP","Achieved","RankId","RankName","PrevRankId","Error"
"AMB-992580","B_GoldCand","42","False",,,,
"AMB-991594","A_SilverCand","6","False",,,,
"AMB-987225","A_SilverCand","6","False",,,,
"AMB-986120","A_SilverCand","6","False",,,,
"AMB-983234","E_PadFill","6","False",,,,
"AMB-983115","E_PadFill","6","False",,,,
"AMB-980391","A_SilverCand","6","False",,,,
"AMB-978200","B_GoldCand","36","False",,,,
"AMB-975856","C_PlatinumCand","90","False",,,,
"AMB-972137","E_PadFill","6","False",,,,
"AMB-969159","A_SilverCand","6","False",,,,
"AMB-968784","A_SilverCand","6","False",,,,
"AMB-968176","A_SilverCand","6","False",,,,
"AMB-960705","C_PlatinumCand","108","False",,,,
"AMB-959830","E_PadFill","6","False",,,,
"AMB-949701","E_PadFill","6","False",,,,
"AMB-949251","B_GoldCand","48","False",,,,
"AMB-946306","B_GoldCand","42","False",,,,
"AMB-946234","D_TitaniumCand","204","False",,,,
"AMB-945318","B_GoldCand","42","False",,,,
"AMB-944930","D_TitaniumCand","222","False",,,,
"AMB-944433","E_PadFill","6","False",,,,
"AMB-942849","E_PadFill","6","False",,,,
"AMB-941361","C_PlatinumCand","174","True","3","Platinum","2",
"AMB-940258","E_PadFill","6","False",,,,
"AMB-938926","B_GoldCand","24","False",,,,
"AMB-938187","E_PadFill","6","False",,,,
"AMB-938133","A_SilverCand","6","False",,,,
"AMB-935572","A_SilverCand","6","False",,,,
"AMB-933181","D_TitaniumCand","222","False",,,,
"AMB-932756","D_TitaniumCand","276","False",,,,
"AMB-924337","D_TitaniumCand","348","False",,,,
"AMB-921683","E_PadFill","6","False",,,,
"AMB-920620","E_PadFill","12","True","1","Silver",,
"AMB-920515","A_SilverCand","6","False",,,,
"AMB-919479","C_PlatinumCand","84","False",,,,
"AMB-908773","E_PadFill","6","False",,,,
"AMB-907123","E_PadFill","6","False",,,,
"AMB-904029","E_PadFill","6","False",,,,
"AMB-899107","B_GoldCand","42","False",,,,
"AMB-896122","A_SilverCand","6","False",,,,
"AMB-891685","E_PadFill","6","False",,,,
"AMB-891195","A_SilverCand","6","False",,,,
"AMB-890445","E_PadFill","6","False",,,,
"AMB-889519","C_PlatinumCand","84","False",,,,
"AMB-880459","E_PadFill","6","False",,,,
"AMB-878612","A_SilverCand","6","True","1","Silver",,
"AMB-878442","B_GoldCand","42","False",,,,
"AMB-860014","E_PadFill","6","False",,,,
"AMB-857647","C_PlatinumCand","108","False",,,,
"AMB-855173","C_PlatinumCand","126","False",,,,
"AMB-854394","A_SilverCand","6","False",,,,
"AMB-851934","C_PlatinumCand","108","False",,,,
"AMB-851773","B_GoldCand","42","False",,,,
"AMB-851061","A_SilverCand","6","False",,,,
"AMB-848012","B_GoldCand","36","False",,,,
"AMB-842534","A_SilverCand","6","False",,,,
"AMB-837636","A_SilverCand","6","True","1","Silver",,
"AMB-837449","E_PadFill","6","False",,,,
"AMB-836338","A_SilverCand","6","False",,,,
"AMB-831919","A_SilverCand","6","False",,,,
"AMB-831228","E_PadFill","6","False",,,,
"AMB-830045","A_SilverCand","6","False",,,,
"AMB-823165","A_SilverCand","12","True","1","Silver",,
"AMB-821266","A_SilverCand","6","False",,,,
"AMB-819626","E_PadFill","6","False",,,,
"AMB-819421","E_PadFill","12","False",,,,
"AMB-818075","E_PadFill","6","False",,,,
"AMB-817074","E_PadFill","6","False",,,,
"AMB-814127","A_SilverCand","6","False",,,,
"AMB-813309","A_SilverCand","6","False",,,,
"AMB-812831","E_PadFill","12","True","1","Silver",,
"AMB-812474","C_PlatinumCand","90","False",,,,
"AMB-812384","A_SilverCand","6","False",,,,
"AMB-805021","E_PadFill","6","False",,,,
"AMB-801793","E_PadFill","6","False",,,,
"AMB-799495","E_PadFill","6","False",,,,
"AMB-793769","E_PadFill","6","False",,,,
"AMB-790003","E_PadFill","6","False",,,,
"AMB-788363","E_PadFill","6","False",,,,
"AMB-784868","E_PadFill","6","False",,,,
"AMB-783798","E_PadFill","6","False",,,,
"AMB-783772","B_GoldCand","42","False",,,,
"AMB-781682","A_SilverCand","6","False",,,,
"AMB-778503","C_PlatinumCand","150","False",,,,
"AMB-776864","A_SilverCand","6","False",,,,
"AMB-776255","E_PadFill","6","False",,,,
"AMB-772786","A_SilverCand","6","False",,,,
"AMB-772645","B_GoldCand","42","False",,,,
"AMB-772544","E_PadFill","6","False",,,,
"AMB-770387","A_SilverCand","6","False",,,,
"AMB-767088","E_PadFill","6","False",,,,
"AMB-766993","E_PadFill","6","False",,,,
"AMB-766765","C_PlatinumCand","78","False",,,,
"AMB-765370","E_PadFill","6","False",,,,
"AMB-754914","E_PadFill","6","False",,,,
"AMB-754504","A_SilverCand","6","False",,,,
"AMB-754455","C_PlatinumCand","108","False",,,,
"AMB-751897","A_SilverCand","6","False",,,,
